
1,"If one does not have the virus, it helps to avoid the entry of similar particles to the mouth or nose."," Avoiding transmission by direct contact, transmission by air and by droplets",-0.058234165681176425
2,They prevent transmission to a certain extent if we have the virus by blocking a good part of the particles that we emit that may contain the virus., They prevent the transfer of contaminated secretions from one person to another.,0.016853756778456064
2,"If one does not have the virus, it helps to avoid the entry of similar particles to the mouth or nose.", They prevent the transfer of contaminated secretions from one person to another.,0.09838045843621718
3,They prevent transmission to a certain extent if we have the virus by blocking a good part of the particles that we emit that may contain the virus.,They prevent transmission to a certain extent if we have the virus by blocking a good part of the particles that we emit that may contain the virus.,0.7394157042805237
3,They prevent transmission to a certain extent if we have the virus by blocking a good part of the particles that we emit that may contain the virus.,"If one does not have the virus, it helps to avoid the entry of similar particles to the mouth or nose.",0.22569599111215644
3,"If one does not have the virus, it helps to avoid the entry of similar particles to the mouth or nose.",They prevent transmission to a certain extent if we have the virus by blocking a good part of the particles that we emit that may contain the virus.,0.2813848159345662
3,"If one does not have the virus, it helps to avoid the entry of similar particles to the mouth or nose.","If one does not have the virus, it helps to avoid the entry of similar particles to the mouth or nose.",0.8723189308884601
4,They prevent transmission to a certain extent if we have the virus by blocking a good part of the particles that we emit that may contain the virus.,It is a barrier method that prevents virus particles from coming into contact with the respiratory tract.,0.01850701197508546
4,"If one does not have the virus, it helps to avoid the entry of similar particles to the mouth or nose.",It is a barrier method that prevents virus particles from coming into contact with the respiratory tract.,0.039709032100784324

Question,11. Is it possible to reuse the masks?,,
Reference text,"Yes it is possible but only to a certain extent depending on the type of mask for a limited time, but it is not advisable.",,

Serial,Reference text,User Text,Score
1,"Yes it is possible but only to a certain extent depending on the type of mask for a limited time, but it is not advisable."," The use of a mask depends on the individual's site of exposure, preferably they should be use surgical masks or disposable KN95.",0.13456247648689376
2,"Yes it is possible but only to a certain extent depending on the type of mask for a limited time, but it is not advisable.",No.,-0.007022317556935804
3,"Yes it is possible but only to a certain extent depending on the type of mask for a limited time, but it is not advisable.","Yes it is possible but only to a certain extent depending on the type of mask for a limited time, but it is not advisable.",0.8758450545629843
4,"Yes it is possible but only to a certain extent depending on the type of mask for a limited time, but it is not advisable.","No, each mask has a useful life time",0.027157987326992178

Question,3. How long does it take between contact with a patient and the appearance of COVID-19 symptoms? ,,
Reference text,"The incubation period ranges from 1 to 14 days. The most common is that it is 5-6 days, and in some rare cases it has been reported that it is longer than 14 days.",,

Serial,Reference text,User Text,Score
1,The incubation period ranges from 1 to 14 days.,A range of 5 to 10 days with a common average of 7 days.,0.253488575326435
1,"The most common is that it is 5-6 days, and in some rare cases it has been reported that it is longer than 14 days.",A range of 5 to 10 days with a common average of 7 days.,0.038639396410904976
2,The incubation period ranges from 1 to 14 days.,Between six and fifteen days,0.03402661435728666
2,"The most common is that it is 5-6 days, and in some rare cases it has been reported that it is longer than 14 days.",Between six and fifteen days,0.005014974102251343
3,The incubation period ranges from 1 to 14 days.,"About 3 to 4 days, but it can take up to 2 weeks",0.0907899042632897
3,"The most common is that it is 5-6 days, and in some rare cases it has been reported that it is longer than 14 days.","About 3 to 4 days, but it can take up to 2 weeks",-0.034885917187224696
4,The incubation period ranges from 1 to 14 days.,It can take between 2 to 14 days.,0.4011651757056203
4,"The most common is that it is 5-6 days, and in some rare cases it has been reported that it is longer than 14 days.",It can take between 2 to 14 days.,0.003975075691540238

Question,16. What is vaccination?,,
Reference text,"It is the process of acquired immunization, defense antibodies against the virus.",,

Serial,Reference text,User Text,Score
1,"It is the process of acquired immunization, defense antibodies against the virus.","Immunization is the process by which a person becomes immune or resistant to an infectious disease, usually through the administration of a vaccine.",0.20630705665248178
1,"It is the process of acquired immunization, defense antibodies against the virus.",Vaccines stimulate the body's own immune system to protect the person against infection or disease.,0.13330191995002164
1,"It is the process of acquired immunization, defense antibodies against the virus.",later.,-0.006705185995910801
1,"It is the process of acquired immunization, defense antibodies against the virus.",WHO,-0.01780356628934819
2,"It is the process of acquired immunization, defense antibodies against the virus.","It is the process of acquired immunization, defense antibodies against the virus.",0.7121586253346089
3,"It is the process of acquired immunization, defense antibodies against the virus.",The procedure for inoculating people with viruses or variants of genetic material to achieve antibody resistance,0.04686649239684066
4,"It is the process of acquired immunization, defense antibodies against the virus.",It is the process by which a vaccine is administered so that a person or animal becomes resistant or immune to a disease.,0.12729449563300851

Question,8. When should a mask be used? ,,
Reference text,"Especially in closed public places, but it is also useful in outdoor public places.",,

Serial,Reference text,User Text,Score
1,"Especially in closed public places, but it is also useful in outdoor public places.",Whenever we are in contact with another person.,0.06652613714182207
2,"Especially in closed public places, but it is also useful in outdoor public places.",All the time when leaving home.,0.02951537234937988
3,"Especially in closed public places, but it is also useful in outdoor public places.","Especially in closed public places, but it is also useful in outdoor public places",0.9520275517456966
4,"Especially in closed public places, but it is also useful in outdoor public places.",When we are in public places where social distancing cannot be maintained.,0.2080024820100902

Question,6. When should medical attention be sought for a person suspected of being infected with COVID-19? ,,
Reference text,If symptoms such as shortness of breath or lack of oxygenation occur,,

Serial,Reference text,User Text,Score
1,If symptoms such as shortness of breath or lack of oxygenation occur,Medical attention should be sought according to the symptoms in the different levels of health care.,0.1345353253512399
2,If symptoms such as shortness of breath or lack of oxygenation occur,When the first symptoms have appeared and you suspect that you have been in contact with a positive COVID-19 patient.,-0.04256405610591872
3,If symptoms such as shortness of breath or lack of oxygenation occur,If symptoms such as shortness of breath or lack of oxygenation occur,0.903491070544315
4,If symptoms such as shortness of breath or lack of oxygenation occur,"Having a very high fever that does not settle to medication, having significant dyspnea.",-0.12408133751449078

Question,17. For what reasons should or should not people be vaccinated? ,,
Reference text,"The two main reasons to get vaccinated are to protect ourselves and to protect those around us. Because not everyone can get vaccinated, including very young babies, those who are seriously ill, or have certain allergies. They depend on others being vaccinated to make sure they too are safe from vaccine-preventable diseases.",,

Serial,Reference text,User Text,Score
1,The two main reasons to get vaccinated are to protect ourselves and to protect those around us.,They must be vaccinated since it is one of the most effective procedures for the prevention of infectious diseases.,-0.04709690170448135
1,"Because not everyone can get vaccinated, including very young babies, those who are seriously ill, or have certain allergies.",They must be vaccinated since it is one of the most effective procedures for the prevention of infectious diseases.,0.06686923311950754
1,They depend on others being vaccinated to make sure they too are safe from vaccine-preventable diseases.,They must be vaccinated since it is one of the most effective procedures for the prevention of infectious diseases.,0.07255823585732231
2,The two main reasons to get vaccinated are to protect ourselves and to protect those around us.,"Yes, they must be vaccinated, to stop the infections in the population.",0.07006077457241523
2,"Because not everyone can get vaccinated, including very young babies, those who are seriously ill, or have certain allergies.","Yes, they must be vaccinated, to stop the infections in the population.",0.23043961535154542
2,They depend on others being vaccinated to make sure they too are safe from vaccine-preventable diseases.,"Yes, they must be vaccinated, to stop the infections in the population.",0.11046051151385143
3,The two main reasons to get vaccinated are to protect ourselves and to protect those around us.,You should be vaccinated to prevent the spread of a disease or lessen symptoms in the event of contracting a disease.,0.05255304609021387
3,The two main reasons to get vaccinated are to protect ourselves and to protect those around us.,In addition to eventually eradicating the disease,-0.029330023263598487
3,"Because not everyone can get vaccinated, including very young babies, those who are seriously ill, or have certain allergies.",You should be vaccinated to prevent the spread of a disease or lessen symptoms in the event of contracting a disease.,0.05929714088204625
3,"Because not everyone can get vaccinated, including very young babies, those who are seriously ill, or have certain allergies.",In addition to eventually eradicating the disease,-0.010330328688221964
3,They depend on others being vaccinated to make sure they too are safe from vaccine-preventable diseases.,You should be vaccinated to prevent the spread of a disease or lessen symptoms in the event of contracting a disease.,0.06310316847966968
3,They depend on others being vaccinated to make sure they too are safe from vaccine-preventable diseases.,In addition to eventually eradicating the disease,-0.02862293483157892
4,The two main reasons to get vaccinated are to protect ourselves and to protect those around us.,People who have an allergy to any of the components of the vaccine or a state of immunosuppression should not be vaccinated without the permission of their treating physician.,-0.039555982461885665
4,"Because not everyone can get vaccinated, including very young babies, those who are seriously ill, or have certain allergies.",People who have an allergy to any of the components of the vaccine or a state of immunosuppression should not be vaccinated without the permission of their treating physician.,0.10403055543634895
4,They depend on others being vaccinated to make sure they too are safe from vaccine-preventable diseases.,People who have an allergy to any of the components of the vaccine or a state of immunosuppression should not be vaccinated without the permission of their treating physician.,0.022613488712658267

Question,"20.1. If you recommend vaccination or not, why or why not?",,
Reference text,It is the only effective way to stop pandemics.,,

Serial,Reference text,User Text,Score
1,It is the only effective way to stop pandemics.,"It is one of the most effective procedures for the prevention of infectious diseases, such as COVID-19",0.117023915244008
2,It is the only effective way to stop pandemics.,"There is no risk when getting vaccinated, vaccination is the most important preventive measure both for personal care",0.11229026520582555
3,It is the only effective way to stop pandemics.,To prevent them from spreading or to end the pandemic,0.05522024805945854
4,It is the only effective way to stop pandemics.,It is the only effective way to stop pandemics.,0.6548320713250518
